user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
COVID 19 India Updates,,"Following COVID 19 Closely, only confirmed updates",15-04-2020 05:32,1029,42,9,FALSE,25-07-2020 11:56,"#Himachalpradesh MID-DAY BULLETIN | 25 July

➡️38 new cases,1 recovery &amp; 1 death reported today till 9pm.

▶️The to… https://t.co/ypfdrba1kM",['Himachalpradesh'],Twitter for Android,FALSE
Sourav Raina,"Gurgaon, India",Management Consultant | Strategy & Innovation | Entrepreneurship | Mental Health | IIM Calcutta & IE Business School Alumnus,01-11-2010 04:30,352,585,1631,FALSE,25-07-2020 11:56,India’s poultry industry has lost 13 billion rupees ($182 million) in three weeks after speculation on social media… https://t.co/rsGsEVApWs,,Twitter Web App,FALSE
Kim Marino,"Port Orchard, WA",,04-04-2019 15:52,2,38,392,FALSE,25-07-2020 11:56,@realDonaldTrump Here’s a rude awakening Mr. Racist: nobody wants to come here. We are contagious. COVID19. Why don… https://t.co/9QRt4mJqoT,,Twitter for iPhone,FALSE
The Arsenal,,"AFC Season Ticket holder, passionate about all things Arsenal",14-10-2019 09:53,101,180,200,FALSE,25-07-2020 11:56,"Universal Silicone Keyboard Covers
Crucial for an office environment to help prevent the spread of #COVID19… https://t.co/PY7u5UX38C",['COVID19'],Twitter for iPhone,FALSE
Krista Sifton 🇨🇦🇯🇵,Yokohama-shi Hodogaya,"Islander, PYP1 teacher, learning resource teacher, literacy lead, ELL coordinator, inclusive education advocate, and mom to 3 amazing children",28-12-2016 04:22,94,204,1642,FALSE,25-07-2020 11:56,Amazing read! “A child’s brain needs more than words and lessons and organized activities: it needs love and friend… https://t.co/Q3NjNPepyE,,Twitter for iPhone,FALSE
Lara Parpan,"Beijing, People's Republic of China",Growing old in reverse. And loving it! 🕺🏽🙌🏾 🏖 Proud Filipino 🇵🇭 Beijing-based 🇨🇳,20-05-2009 11:04,1534,664,6483,FALSE,25-07-2020 11:56,"While politics gets in the way of the pandemic, it’s heartening to see the world’s top scientists stand up for each… https://t.co/nGybepgRI4",,Twitter for iPhone,FALSE
Shashank kumar Duggal,Zirakpur,President BJP Zirakpur,02-08-2018 16:26,481,384,137,FALSE,25-07-2020 11:56,Hon'ble CM of Madhya Pradesh Shri Shivraj Singh Chouhan Ji tested #COVID19 positive. Praying for his speedy recovery.,['COVID19'],Twitter for iPhone,FALSE
DominiqueNotWilkins,"Las Vegas, NV",Class of 2015 Bowling Green State University #BGAlum  #TEAMPISCES IG: thegdoa,11-05-2011 23:37,248,79,2373,FALSE,25-07-2020 11:56,Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/aqJahLcmPi via @Change,"['moneyforthepeople', 'covid19']",Twitter for Android,FALSE
moneycontrol,Mumbai,"Moneycontrol is India’s No. 1 financial portal. Tune in for breaking news, in-depth analyses, best investment tools. Get #MCPro for exclusive content & benefits",26-08-2009 07:55,886063,285,980,TRUE,25-07-2020 11:56,In Pics 📸 | Faces of frontline workers around the world in fight against #Coronavirus: A big applause 👏👏:… https://t.co/056Jm95mOW,['Coronavirus'],Twitter Web App,FALSE
ᗪᑌᗩᑎE ᑎIᑕOᒪ 🌎,"Selkirk, Manitoba",City Manager (CAO). MPA. 🇨🇦 Hiker. Reader. Outside is my jam. I dig politics & history. #Parks🏕️ #cdnmuni🏙️ #AssetManagement #ClimateAction,17-10-2009 01:45,1502,2539,22486,FALSE,25-07-2020 11:56,"Seriously...Holy sh!t America, I want off this ride. It's not fun anymore. This is toxic. 

#COVID19 #cdnpoli https://t.co/Yg7ZSddc62","['COVID19', 'cdnpoli']",Twitter for Android,FALSE
Dr. Eddy Frank #COVID19Survivor,,"My favorite two words: Just Believe.
Award-winning Sexual Assault Clinician. Part time researcher. Full time clinician.",14-12-2013 22:16,6749,6000,5281,FALSE,25-07-2020 11:56,"FAQ3: What were your #COVID19 symptoms?

Answer: The earliest suspicion I had regarding COVID19 was two weeks befor… https://t.co/2boGBaO5zs",['COVID19'],Twitter for Android,FALSE
Eimear Brannigan 🇪🇺🇮🇪🇬🇧,,"infection medic, #KeyWorker, #COVIDresponder, #HAI, #IPC and #AMS doc, #NHS, naturalist, observer, logophile, mum, 10K runner, Irish in London",07-08-2011 14:51,1088,975,33510,FALSE,25-07-2020 11:56,"So good to be sitting out, enjoying one of our pre #COVID19 haunts @chief_coffee #weekend #Chiswick #PandemicRecovery","['COVID19', 'weekend', 'Chiswick', 'PandemicRecovery']",Twitter for iPhone,FALSE
Akinniyi,"Lagos, Nigeria","💼Portfolio 💻@capnetworkmedia @exhibitionaff
🖱⌨ #infotech/ #businessevents/ #WordPressWebsites/ #digitalmarketing/ 
Nigeria's Number1 @FCBayern Fan ⚽MiaSanMia",12-11-2010 06:56,919,2169,3574,FALSE,25-07-2020 11:56,"@OffiongSpeaks @NipostNgn With everything happening globally.
#COVID19 brought about large profit for logistics bus… https://t.co/fAl3yA1BSI",['COVID19'],Twitter Web App,FALSE
PRProPam Pam Purifoy,"Durham, NC —DETROIT MADE 🎉💯",CEO of PRProMedia. Brand Strategist/Publicist/Thought Leader. Mom of 3 amazing young women. Co-chair of NABJ Media-Related Taskforce #NABJPride❤️,24-08-2008 03:02,3874,4955,18608,FALSE,25-07-2020 11:56,I’m on my way to @StJosephAME  for the #COVID19 testing event targeting communities of color! It’s from 9 am-1 pm a… https://t.co/3xP0qfqoDE,['COVID19'],Twitter for iPhone,FALSE
Gisele Guenard,Canada,Positive Change Seeker / Client Centered Governance (R) Board Ed./Exec. Coaching / Renaissance woman,18-09-2009 11:50,1947,1644,5517,FALSE,25-07-2020 11:55,"Doing well, #Ontario ! #COVID19 https://t.co/M9725aZVzD","['Ontario', 'COVID19']",Twitter for Android,FALSE
The New Indian Express,Chennai,"All the tweets for breaking news & views.
Facebook: https://t.co/2JWnDQzN07
YouTube: https://t.co/j6jQDbuEjK",05-12-2009 09:24,445257,552,540,TRUE,25-07-2020 11:55,Has #COVID19 brought to the fore a kinder India? The New Sunday Express Magazine finds out. There are other reading… https://t.co/uSYaoMCuK3,['COVID19'],Twitter Web App,FALSE
UneekDose,"Indianapolis, IN","UneekDose is your personal pharmacy which sorts your medication by the dose and delivers right to your door. 7345 Woodland Dr Suite A Indianapolis, IN 46278",31-07-2018 22:26,217,606,270,FALSE,25-07-2020 11:55,"YouTuber Bald and Bankrupt shares his ‘COVID-19 nightmare’ after exploring no-lockdown areas 
#stopcovid19 #covid19… https://t.co/PtNHfFVgoY","['stopcovid19', 'covid19']",Twitter for iPhone,FALSE
Lockdown Lover,Manchester!!!!! whoop whoop,MUFC is my religion !!,21-01-2011 20:46,341,1788,105,FALSE,25-07-2020 11:55,Good old British common sense you must wear a mask in a shop but the staff won’t wear any !! 🤷🏻‍♂️ good old conside… https://t.co/tCFi52l4kq,,Twitter for iPhone,FALSE
Andrew Morgan📐✏🔨📏 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺,United Kingdom,"Interests: Arts, History, Science, Politics, Amateur Joiner, Carpenter, Cabinet & Furniture Maker. RT's not an endorsement.",23-08-2010 17:52,1516,1240,18473,FALSE,25-07-2020 11:55,"This makes very grim reading for the #UK economy, because of weight of #COVID19 on top of #Brexit the World may tre… https://t.co/03S1kVssVG","['UK', 'COVID19', 'Brexit']",Twitter for Android,FALSE
Text Trump 88022 ⭐⭐⭐,,American by birth. Marine by choice. Daughter of a King. Catholic,09-09-2019 05:40,332,415,5964,FALSE,25-07-2020 11:55,#COVID19 #coronavirus #SaturdayMorning #Truth #facecoverings #facemasks #FauciTheFraud #GreatAwakening #Catholic… https://t.co/0daBfMUjQp,"['COVID19', 'coronavirus', 'SaturdayMorning', 'Truth', 'facecoverings', 'facemasks', 'FauciTheFraud', 'GreatAwakening', 'Catholic']",Twitter for Android,FALSE
Slum Dweller🇰🇪🇰🇪,,The Son of the Slum where getting basic needs is not quaranteed. We are the neglected lot.,20-03-2012 14:45,703,486,1126,FALSE,25-07-2020 11:55,"@cbs_ke @ItsMutai This needs international support now, @JaneMarriottUK @USAmbKenya have you ever questioned how yo… https://t.co/iK4wYt4dpB",,Twitter for Android,FALSE
Olummy,🇳🇬,Active 💯,17-06-2019 00:22,266,519,2223,FALSE,25-07-2020 11:55,"Them: wrestling is fake bro
Me: You're lying, wrestling is real

😂💔
#alreadyvideo #COVID19 #유타버블 Wizkid Davido https://t.co/IP0kX5W0MH","['alreadyvideo', 'COVID19', '유타버블']",Twitter for Android,FALSE
Sarah Birken,"North Carolina, USA",Assoc Prof @wakeforestmed | co-host @AcaDamesPodcast | she/her/dame,25-09-2015 15:39,1975,1492,7855,FALSE,25-07-2020 11:55,"For me, that means presenting pretty femme, having a (pre-#COVID19!) pixie cut, wearing makeup when I want, not whe… https://t.co/PGZdjaMWt1",['COVID19'],Twitter for iPhone,FALSE
Luis Rodriguez,South Florida,,07-03-2011 13:48,533,1777,14481,FALSE,25-07-2020 11:55,And there you have it @NikkiHaley ... any questions??.. I hope you read the entire thread.... thank you… https://t.co/QPrUZBCYlu,,Twitter for Android,FALSE
Dr Tara Quinn-Cirillo,"South East, England",Psychologist specialising in #mentalhealth #autism #learningdisability. Providing Media Consultancy. Advocate of compassion in the face of adversity 🤗,02-04-2020 23:52,164,556,473,FALSE,25-07-2020 11:55,My new article on mask anxiety. Please share to help those struggling with anxiety over wearing a mask. #mask… https://t.co/a5owXkMbow,['mask'],Twitter for iPhone,FALSE
Dr. Sturg has her head in several books,Elon University,Amanda Sturgill: Researches. Teaches future journalists & analysts. Info on books on the #AltGov and #DetectingDeception at link. Not the useful kind of doctor.,02-06-2011 20:39,3186,984,4407,FALSE,25-07-2020 11:55,"4/ Take a broader look, without cherry-picking, and you see it was a trend that stretched back quite a bit further.… https://t.co/GIOfFaYQSQ",,Twitter Web App,FALSE
IrishMa,Ireland,#Ireland #Comedy #FenianBranch #Parody Trying to keep the laugh going til normalisation again. A mothers job is 24/7 🤪 #Callthemout,17-03-2020 14:29,2419,2062,45940,FALSE,25-07-2020 11:55,New overalls 🤣🤣🤣🤣🤣 #COVID19 #SaturdayMotivation https://t.co/Q42sCK0227,"['COVID19', 'SaturdayMotivation']",Twitter for iPhone,FALSE
James,United Kingdom,"Self employed designer 💻 Enjoy a good movie, book, walk, natter. 2021 will be my year! #positive",23-12-2018 15:46,55,36,3577,FALSE,25-07-2020 11:55,"I wore a face mask in Aldi this morning.

Nothing to do with covid, I was just massively embarrassed to be in there… https://t.co/8BMcpabipv",,Twitter for iPhone,FALSE
Sheree,"London, England","#MassageTherapist  #Mindfulness #Meditation #AdultADHD, #Anxiety, Mum to #ASD son, Armchair #Pyschologist, Exposing #Narcissists, #Aquarius #ENFP, Loves 2 laugh",29-04-2009 18:42,536,1017,4791,FALSE,25-07-2020 11:55,#obesity means an increased risk of getting severe #COVID19 and hospitalised.  Our @DHSCgovuk &amp; @NHSuk has moderate… https://t.co/esp2EHXpvr,"['obesity', 'COVID19']",Twitter for Android,FALSE
5MinuteConsult,"Philadelphia, PA","Make shared decisions using diagnosis, treatment, & management information written for primary care providers by primary care providers. Part of @WoltersKluwer.",10-02-2010 03:47,151,163,87,FALSE,25-07-2020 11:55,COVID #Antibodies--Humoral Waning With Time https://t.co/SYNL6xCEpO #COVID19 #coronavirus,"['Antibodies', 'COVID19', 'coronavirus']",Hootsuite Inc.,FALSE
Forbidden Fruit,"Austin, Texas",Keeping Austin Kinky since 1981!,03-03-2010 00:18,640,408,2542,FALSE,25-07-2020 11:55,"Just because something is important doesn't mean it can't be FUN!
Shop Safely at https://t.co/NaHspUeUP7… https://t.co/i0xiCcwCYn",,Hootsuite Inc.,FALSE
JOSH CEF V. PASCUAL,Pampanga / Tarlac / Makati CBD,GameMaster AsianBanker FinancialPlanner InvestmentSpecialist Leader BoracayLover ProudKapampangan LovingSon CaringSibling LoyalFriend Catholic Gemini Dog 💚💚💚,14-04-2010 10:41,1168,472,4489,FALSE,25-07-2020 11:55,"#COVID19 Lessons &amp; Realizations:

1. Never Depend on Government Support.

2. Jobs are Temporary.

3. Always Save Mo… https://t.co/zH8Mj0WcBB",['COVID19'],Twitter for iPhone,FALSE
CivicDataLab,India,"Harnessing Data, Tech, Design and Social Science to strengthen the course of Civic Engagements in India. Write to us at: info@civicdatalab.in",15-07-2017 07:37,671,0,60,FALSE,25-07-2020 11:55,"On social sector spending during #COVID19

""For instance, I don’t think technology in India has matured enough to r… https://t.co/tdkVUgbVDb",['COVID19'],Twitter Web App,FALSE
CivicDataLab,India,"Harnessing Data, Tech, Design and Social Science to strengthen the course of Civic Engagements in India. Write to us at: info@civicdatalab.in",15-07-2017 07:37,671,0,60,FALSE,25-07-2020 11:55,"LIVE NOW!

Join the panel discussion and the launch of #HimachalPradesh Fiscal Data Explorer. 

Listen to… https://t.co/xAgJQipO5n",['HimachalPradesh'],Twitter Web App,FALSE
International Atomic Energy Agency,"Vienna, Austria","The IAEA is the 🌍's centre for cooperation in the #nuclear field, promoting the safe, secure and peaceful use of nuclear technology.",23-01-2009 08:28,125750,2169,2139,TRUE,25-07-2020 11:55,"Even during a pandemic, millions of patients still need diagnostic imaging procedures. New IAEA guidelines have bee… https://t.co/PXndSzyXly",,Twitter Media Studio,FALSE
ORF,India,"Non–partisan, independent analyses on security, strategy, economy, development, energy and global governance. We are now on Telegram: https://t.co/A3RdQyd3AU",20-08-2010 11:19,73796,154,267,TRUE,25-07-2020 11:55,The political cost of #COVID19 running amok is too high for any politician to stake his or her Government on. The b… https://t.co/hxAKWToTGx,['COVID19'],TweetDeck,FALSE
Kyodo News | Japan,"Tokyo, Japan","Breaking news, photos and more from Kyodo News, Japan's leading news agency.
https://t.co/DUffcmyfmv
https://t.co/ZmdBkRYb9c
https://t.co/JU8HEipLLT",20-09-2010 20:44,14935,164,23,TRUE,25-07-2020 11:55,"Bridal company in western Japan providing free venues, outfits and planning support to couples whose wedding ceremo… https://t.co/vrHA7C6ikH",,TweetDeck,FALSE
Courtney Marlo,"Philadelphia, PA",✝️Romans 8:28 💕Taken 💄Makeup Addict 👗Fashion 🌎Travel 🖥Content Queen🙏🏽Positive Affirmations,23-10-2018 16:08,36,200,822,FALSE,25-07-2020 11:55,"It really blows my mind how some parents literally do not care, and they can’t wait to send their children back to… https://t.co/LJSBKwPvN8",,Twitter for iPhone,FALSE
The New Indian Express,Chennai,"All the tweets for breaking news & views.
Facebook: https://t.co/2JWnDQzN07
YouTube: https://t.co/j6jQDbuEjK",05-12-2009 09:24,445257,552,540,TRUE,25-07-2020 11:55,A 22-year-old #COVID19 patient killed himself by jumping from the third floor of AIIMS building in Patna. Up to sev… https://t.co/NM3qgAwT2F,['COVID19'],Twitter Web App,FALSE
Doc MCS 🇮🇳,India,"Ex Indian Army Doctor, Onco-Surgical Pathologist, Stem Cell Therapy Votary, Armchair Mountaineer, TM Enthusiast.. Dead Profile till 2017",26-08-2012 08:28,957,826,64106,FALSE,25-07-2020 11:54,WA Forward #COVID19 #StayHomeStaySafe 😂😂 https://t.co/QyFxu6wRpA,"['COVID19', 'StayHomeStaySafe']",Twitter for Android,FALSE
Kollywood Street,"Chennai, India","#KollywoodStreet Xclusive Indian Cinema Updates 24×7 News, Photo's, Video's, & More | All Category Movie's Review Site 🎬 For Promotion's Contact To DM 💌",03-09-2014 10:01,16417,0,26357,FALSE,25-07-2020 11:54,"Actor @VishalKOfficial and his father Mr.G.K.Reddy tested positive for #Covid19 15/20 days back..

While #Vishal 's… https://t.co/Bbs1qi2UEN","['Covid19', 'Vishal']",Twitter for Android,FALSE
Irfan Ahmad,"Göttingen, Germany","Political Anthropologist, Max Planck Institute, Göttingen, Germany; Author, of Religion As Critique, https://t.co/dCcCqT2ca9",06-04-2018 21:20,677,5,287,FALSE,25-07-2020 11:54,"They live happily, with their secure identity. As it doesn’t affect them, they don’t speak out against it.
Demonizi… https://t.co/JxFYs4e8jl",,Twitter Web App,FALSE
Sanjay Rastogi,"Pimple Soudagar, Haveli","A proud Indian, mechanical engineer, 30+ years in automotive industry, foodie, love traveling, favorite pass time movie & music, enjoy playing Badminton!🤗",29-09-2013 05:27,43,125,2693,FALSE,25-07-2020 11:54,"@ie_mumbai @IndianExpress @CMOMaharashtra @OfficeofUT 
Even after looking at the status of #maharashtra after 4 mon… https://t.co/kqMkfoCbyt",['maharashtra'],Twitter for iPhone,FALSE
UptergrovePS Parent,"Ramara, Ontario",Dad to 2 students + Married to a #SCDSB Teacher Protecting Ontario’s public school system is a priority. #VexIQ Team #2887D,13-09-2012 13:48,292,1312,841,FALSE,25-07-2020 11:54,Did @fordnation pass any laws protecting #Ontario's school boards from civil liabilities related to #covid19 illnes… https://t.co/0FbhRPJdp6,"['Ontario', 'covid19']",Twitter for Android,FALSE
Little Ninja UK,London,Children are exposed to five times more #airpollution during the #schoolrun. Highest level on main roads & near #idling vehicles = stunted lung & brain growth😱,18-03-2018 15:34,3334,1632,17267,FALSE,25-07-2020 11:54,@helenafmckeown @grantshapps @ExtinctionR @rosamund_ElsFdn @Privatecarfree LTNs are not an Emergency Response for t… https://t.co/riHIJhHlJ9,,Twitter Web App,FALSE
Billy Holiday,nj,,31-10-2010 11:34,830,724,73472,FALSE,25-07-2020 11:54,SIGN @MOMSRISING'S LETTER to your Senator urging them to #savechildcare and extend and expand #paidleaveforall resp… https://t.co/K5M07UTrv8,"['savechildcare', 'paidleaveforall']",Twitter Web App,FALSE
Jan de Jonge,UK - and beyond,Business psychologist/founder @peepbizpsych dad/partner/author/speaker/multi-lingual #development #leadership #personality.     People x Business x Psychology ®,25-09-2012 11:18,1562,1949,39895,FALSE,25-07-2020 11:54,"Look after yourself. Eat and drink wisely.   #COVID19 #COVIDー19 

""Nourish and flourish"". 

..and go get this App.… https://t.co/9dIoQAox2O","['COVID19', 'COVIDー19']",Twitter Web App,FALSE
Big Al,,Chess & Killer Sudoku Aficionado. Proud Democrat. #RESIST #BLM #FBR 🇺🇸 #NeverTrump #VoteBlue 🧢 #VoteByMail 🗳 #VoteBiden2020 #WallofMoms #WearAMask 😷,05-10-2013 02:29,223,831,5135,FALSE,25-07-2020 11:54,"@realDonaldTrump Seniors—mothers, fathers, sisters, brothers, aunts, uncles, grandparents, friends, all, so dear to… https://t.co/LJzDBtQU2P",,Twitter for iPhone,FALSE
The Reputation People,"Edinburgh, Scotland","We bring a fresher, more ethical approach to #publicrelations to help control your reputation. Communications Expert of the Year 2020, #EdinburghPrestigeAwards.",30-07-2018 15:12,880,1149,392,FALSE,25-07-2020 11:54,"A recent survey shared insight into how #Covid19 has impacted #charitycomms in the UK, including a rapid rise in th… https://t.co/w7bo2ss857","['Covid19', 'charitycomms']",SocialPilot.co,FALSE
Sanna Jonkhart,Hilversum area,"Owner Heel Gezonde Mama, Kid's daycare pro, Life Coach, mum of 4. #MECFS warrior (ICC 3)former TV/radio hostess,voiceover, model&singer, spreading awareness 📣",21-12-2010 13:47,326,435,2019,FALSE,25-07-2020 11:54,It looks like a horrific scene from a #scifymovie but these animals who're on the brink of extinction have their bl… https://t.co/yPz0iJdckJ,['scifymovie'],Twitter for Android,FALSE
Gloria Chin 😷,where ever the sweets are,"Press Sec., @MayorAdler. Former spox @NYCDCA, @NYC_DOT, @NYC_Buildings, & @nyphospital. Columbia 🦁 + Fordham 🐐. Proud native of The Bronx. RTs≠endorsements.",30-04-2009 17:19,373,483,5123,FALSE,25-07-2020 11:54,Tune in shortly for the latest on #COVID19 in Austin... https://t.co/yaB4TTjrju,['COVID19'],Twitter for Android,FALSE
the black mommy activist,"Baltimore, MD","Award-Winning Radio Host of ""Today with Dr. Kaye"" on WEAA/Afro columnist/College Prof/2019 Essence Woke 100 List/Author/Creator of #BlackCovidStories",01-07-2011 18:59,9289,1418,21159,FALSE,25-07-2020 11:54,"A #COVID19 math problem
If it took 99 days to Reach ONE Million cases
44 days to reach Two Million 
28 days to Thre… https://t.co/VnVZmUHSbh",['COVID19'],Twitter for iPhone,FALSE
ITV News Calendar,Yorkshire & Lincolnshire,"ITV News Calendar is live across Yorkshire & Lincolnshire in @GMB from 6am-9am and on @itv weekdays at 1:55pm, 6pm & 10:30pm. Tweets to us may be broadcast.",24-07-2008 09:05,143800,2010,628,TRUE,25-07-2020 11:54,Culture Secretary Oliver Dowden announced in July that gyms and leisure centres will be able to reopen with strict… https://t.co/5AHCQ1iJtb,,Twitter Web App,FALSE
Mignonette,"Златоуст, Россия",,22-07-2020 09:34,0,12,18,FALSE,25-07-2020 11:54,"So many people have already lost their jobs, we are unable to be with our loved ones. The people just can't take it… https://t.co/57d0YLghFB",,Twitter for Android,FALSE
"Marcy, PharmD 💊💙🌊#FBR",Seattle,#WearAMask 😷 🏳️‍🌈#EqualityAct #Resist #BlueWave 🌊 #BlackLivesMatter #Pharmacist 🛑MAGATs & Bigots = Block🛑 #LGBTQVoices 🌈,13-08-2011 19:52,564,660,1954,FALSE,25-07-2020 11:54,@ArikTheBuilder @JorjaBGood @ptlovebird @lindapotyrala13 @SJWanalyzer @HillaryClinton All happening during the… https://t.co/4epKacL018,,Twitter for iPhone,FALSE
Business Standard,India,"Latest updates #news #LIVE coverage on #economy #companies #markets #politics and #technology from India's leading business daily
https://t.co/VVl6HGuvvc",01-06-2009 08:52,1969498,380,140,TRUE,25-07-2020 11:54,Check out all the latest updates on #Covid19 here: https://t.co/4X9g9jVcry https://t.co/aR5Zi8OtXt,['Covid19'],TweetDeck,FALSE
Mask67,,"MASK67 is a virtual facemask inspired by the Nelson Mandela Day to support, and to encourage support for,the  fashion industry in the fight against COVID-19.",17-07-2020 11:16,1,0,0,FALSE,25-07-2020 11:54,Join @Mask67Challenge  webinar to support #fashion industry against #COVID19. Let's Make masks in 67 mintues for fr… https://t.co/tuYAzrkzME,"['fashion', 'COVID19']",Twitter Web App,FALSE
Andra Dare,"Seattle, WA",Astrologer | Maker of music | Overflowing with dubious wisdom | Writer of bad poetry | Game dev neophyte | Liberal and 100% Anti-Fascist | #DeerHeartDesigns,20-08-2009 19:23,586,654,13021,FALSE,25-07-2020 11:54,It’s mysterious to me that so many GOP #ProLife militants are eager to send their kids #BacktoSchool at the height… https://t.co/ZCMJSLmUje,"['ProLife', 'BacktoSchool']",Twitter for iPhone,FALSE
Stephen J. Ubl,Washington DC,"Proud to stand with the millions of Americans working to cure diseases. CEO of @PhRMA. Dad, husband & avid fan of @Twins & @Vikings.",09-04-2015 17:51,11634,1529,1014,TRUE,25-07-2020 11:54,An EO to implement price controls from socialized health systems is a reckless distraction when our focus needs to… https://t.co/AORYph5TeO,,Twitter for iPhone,FALSE
Douglas Racionzer,,"Cartoonist, Social entrepreneur, social worker and Catholic",09-08-2012 17:43,50,15,2,FALSE,25-07-2020 11:54,State strategy: https://t.co/ypUnBTJugL #COVID19 #Corruption https://t.co/2zUey4l7QN,"['COVID19', 'Corruption']",Twitter for Android,FALSE
UWAanthsocs,Perth,Conducting original and quality research in anthropology and sociology #UWA.  Tag: #UWAanthsocs Contact:@dorinda_joy or @ValentinaUtari,06-12-2019 04:27,91,35,38,FALSE,25-07-2020 11:54,"On 31 July 2020 #UWAanthsocs will host Rizky Fillaili of The SMERU Research Institute. 

She will share SMERU's lat… https://t.co/RFkwMhZpkh",['UWAanthsocs'],Twitter Web App,FALSE
jwen,Everywhere USA,"animal lover, salt lover, art lover, can jump the letter “T” in a single bound",01-09-2012 20:13,1266,2462,18616,FALSE,25-07-2020 11:54,@GOP @realDonaldTrump Yo-hooo bigots it is actually called #COVID19 but I like to call it the #TrumpVirus because h… https://t.co/hIPAWR2g8N,"['COVID19', 'TrumpVirus']",Twitter Web App,FALSE
Visayan Biz Post,"Ormoc, Philippines",Local news for the Global Visayan,09-03-2014 09:08,6854,5475,372,FALSE,25-07-2020 11:54,"Today's Visayan Business Post, out now! https://t.co/320VQ9mumu #covid19 #sona2020","['covid19', 'sona2020']",Paper.li,FALSE
TamilaninCinema,"Chennai, India",தமிழ் சினிமா செய்திகள் யாருக்கும் ஜால்ரா இல்லாமல் ! Follow Us To Get To Know About Tamil Cinema ! For Promotions  Reach Us -9092914483,14-11-2014 13:16,49177,0,379,FALSE,25-07-2020 11:54,"Actor @VishalKOfficial And His Father Mr.G.K.Reddy Tested positive For #Covid19 15/20 Days Back..

While #Vishal 's… https://t.co/lhLo6rPhWT","['Covid19', 'Vishal']",Twitter for Android,FALSE
Modern Retina,"Cleveland, OH","The leading source for #Retina. We cover AMD, DME, diabetic retinopathy, uveitis, and more. Follow our parent publication @OphthTimes.",25-04-2019 18:46,448,554,4,FALSE,25-07-2020 11:54,"The eye and #COVID19:  Providing facts, not fears. @OphthTimes https://t.co/nPuAAIHwzr https://t.co/hsz8GJbWy2",['COVID19'],Buffer,FALSE
Kollywood Cinema,Chennai,"Kollywoodcinima - Twitter, Instagram, Helo & Share Chat 

Review | Promotion | SWOT Analysis | Contest | Preview | 360* Promotion

https://t.co/dJ9TWrva3z",01-08-2011 05:07,635614,17,29059,FALSE,25-07-2020 11:53,"Actor @VishalKOfficial and his father Mr.G.K.Reddy tested positive for #Covid19 15/20 days back..

While #Vishal 's… https://t.co/8Balp1rT3I","['Covid19', 'Vishal']",Twitter for Android,FALSE
Megan Driscoll,"Massachusetts, USA","Author, Speaker, Coach, Equality Warrior, Entrepreneur, Wife & Mom to Maddy & Bailey",05-05-2011 18:23,50,91,8851,FALSE,25-07-2020 11:53,Such beautiful chaos! My midsummer garden is quite the metaphor for life at the moment. So many things to be gratef… https://t.co/LTqx20TTou,,Buffer,FALSE
celine,,There is no legacy as rich as honesty.,25-09-2015 18:04,308,352,166220,FALSE,25-07-2020 11:53,"@GOP @PressSec 7,100 Americans confirmed dead from #COVID19 just on Friday.",['COVID19'],Twitter for Android,FALSE
Nick Price,Rose Of The Shires,Level 4 NVQ Diploma in Spectator Safety Management | Safety Officer @NorthantsCCC | Deputy Safety Officer @SaintsRugby | Retired Cop (30 Years)| Own Views,30-11-2010 09:12,613,619,29223,FALSE,25-07-2020 11:53,"Off out to the shops with @Shaprice_ for the 1st time since 😷 were made compulsory. 
 
How do I look 👀 

#ShopReady… https://t.co/HP07oQKsAO",['ShopReady'],Twitter for iPhone,FALSE
mom,,,06-08-2010 08:13,45,240,11325,FALSE,25-07-2020 11:53,"#COVID19 
Things Are Going Next Level https://t.co/6mO4LQtjzF via @YouTube",['COVID19'],Twitter for iPhone,FALSE
Taggart Rehnn,,"Passionate 4a liveable planet, scifi, history, politics and such. Trying 2 keep Earth habitable & free. Even my vampires are politically engaged. RT≠Endorsement",10-05-2017 15:13,18084,17953,335493,FALSE,25-07-2020 11:53,"A. Donald,  who: 1. tried 73X+ to destroy #ObamaCare  2. when he failed sent #Barr to try to completely eliminate i… https://t.co/Eq4lEpa1rp","['ObamaCare', 'Barr']",Twitter Web App,FALSE
Leeds Autism AIM,Leeds,A free #advocacy & info service by/for #ActuallyAutistic adults in #Leeds with little/no funded support. Part of @AdvonetUK. Funded by @TNLComFund and @nhsleeds,27-01-2015 14:04,1630,1456,2654,FALSE,25-07-2020 11:53,The deadline for responses to our survey is tomorrow! To have your say on how we've done before and during #COVID19… https://t.co/pNeS6ZnROl,['COVID19'],Twitter Web App,FALSE
Nguyën Tuyën,,"Nha sĩ và doanh nhân, từ Việt Nam.",23-07-2020 16:05,5,130,48,FALSE,25-07-2020 11:53,"The community is the best part of a country. I love my country. Covid 19 helping team. Love you all, Stay safe. Spe… https://t.co/VhPZrUEX7M",,Twitter Web App,FALSE
